,ParticipantID,Rating,WhatWasRating,StimName,TarGen_FM,TarRace,ParGen,ParRace,ParAge
48116,2988937398,2,agg,CFD-BF-005-001-N.jpg,0,1,1,0,47
48118,2988937398,2,agg,CFD-BF-248-149-N.jpg,0,1,1,0,47
48120,2988937398,4,agg,CFD-BF-016-017-N.jpg,0,1,1,0,47
48121,2988937398,2,agg,CFD-BF-013-001-N.jpg,0,1,1,0,47
48122,2988937398,4,agg,CFD-BF-042-026-N.jpg,0,1,1,0,47
48124,2988937398,6,agg,CFD-BF-043-003-N.jpg,0,1,1,0,47
48127,2988937398,4,agg,CFD-BF-009-002-N.jpg,0,1,1,0,47
48131,2988937398,4,agg,CFD-BF-023-010-N.jpg,0,1,1,0,47
48132,2988937398,7,agg,CFD-BF-044-034-N.jpg,0,1,1,0,47
48133,2988937398,3,agg,CFD-BF-025-002-N.jpg,0,1,1,0,47
48136,2988937398,1,agg,CFD-BF-251-211-N.jpg,0,1,1,0,47
48137,2988937398,7,agg,CFD-BF-035-001-N.jpg,0,1,1,0,47
48138,2988937398,4,agg,CFD-BF-019-001-N.jpg,0,1,1,0,47
48141,2988937398,6,agg,CFD-BF-011-002-N.jpg,0,1,1,0,47
48147,2988937398,2,agg,CFD-BF-027-002-N.jpg,0,1,1,0,47
48149,2988937398,4,agg,CFD-BF-001-025-N.jpg,0,1,1,0,47
48150,2988937398,6,agg,CFD-BF-012-001-N.jpg,0,1,1,0,47
48153,2988937398,5,agg,CFD-BF-024-002-N.jpg,0,1,1,0,47
48155,2988937398,7,agg,CFD-BF-032-038-N.jpg,0,1,1,0,47
48157,2988937398,4,agg,CFD-BF-004-014-N.jpg,0,1,1,0,47
48160,2988937398,7,agg,CFD-BF-029-031-N.jpg,0,1,1,0,47
48163,2988937398,2,agg,CFD-BF-033-028-N.jpg,0,1,1,0,47
48167,2988937398,4,agg,CFD-BF-028-001-N.jpg,0,1,1,0,47
48169,2988937398,5,agg,CFD-BF-006-017-N.jpg,0,1,1,0,47
48171,2988937398,2,agg,CFD-BF-008-001-N.jpg,0,1,1,0,47
48173,2988937398,7,agg,CFD-BF-045-003-N.jpg,0,1,1,0,47
48174,2988937398,2,agg,CFD-BF-020-002-N.jpg,0,1,1,0,47
48175,2988937398,5,agg,CFD-BF-007-001-N.jpg,0,1,1,0,47
48176,2988937398,5,agg,CFD-BF-002-001-N.jpg,0,1,1,0,47
48180,2988937398,4,agg,CFD-BF-018-039-N.jpg,0,1,1,0,47
48184,2988937398,5,agg,CFD-BF-041-001-N.jpg,0,1,1,0,47
48185,2988937398,7,agg,CFD-BF-246-170-N.jpg,0,1,1,0,47
48186,2988937398,4,agg,CFD-BF-036-027-N.jpg,0,1,1,0,47
48189,2988937398,7,agg,CFD-BF-038-037-N.jpg,0,1,1,0,47
48191,2988937398,6,agg,CFD-BF-037-022-N.jpg,0,1,1,0,47
48192,2988937398,7,agg,CFD-BF-039-031-N.jpg,0,1,1,0,47
48193,2988937398,2,agg,CFD-BF-010-001-N.jpg,0,1,1,0,47
48197,2988937398,2,agg,CFD-BF-014-002-N.jpg,0,1,1,0,47
48198,2988937398,7,agg,CFD-BF-031-002-N.jpg,0,1,1,0,47
48200,2988937398,7,agg,CFD-BF-034-002-N.jpg,0,1,1,0,47
48713,3005934420,3,agg,CFD-BF-204-189-N.jpg,0,1,1,0,29
48723,3005934420,3,agg,EMBfemale21neutral.jpg,0,1,1,0,29
48724,3005934420,3,agg,CFD-BF-229-179-N.jpg,0,1,1,0,29
48734,3005934420,6,agg,CFD-BF-238-190-N.jpg,0,1,1,0,29
48736,3005934420,4,agg,bf01.jpg,0,1,1,0,29
48743,3005934420,3,agg,CFD-BF-218-207-N.jpg,0,1,1,0,29
48744,3005934420,4,agg,CFD-BF-220-161-N.jpg,0,1,1,0,29
48745,3005934420,5,agg,CFD-BF-235-168-N.jpg,0,1,1,0,29
48746,3005934420,6,agg,CFD-BF-051-035-N.jpg,0,1,1,0,29
48750,3005934420,3,agg,CFD-BF-208-266-N.jpg,0,1,1,0,29
48752,3005934420,5,agg,CFD-BF-216-132-N.jpg,0,1,1,0,29
48754,3005934420,4,agg,bf06.jpg,0,1,1,0,29
48756,3005934420,4,agg,CFD-BF-232-187-N.jpg,0,1,1,0,29
48757,3005934420,4,agg,bf14.jpg,0,1,1,0,29
48762,3005934420,4,agg,bf09.jpg,0,1,1,0,29
48765,3005934420,3,agg,11F_NE_C.jpg,0,1,1,0,29
48768,3005934420,5,agg,bf12.jpg,0,1,1,0,29
48772,3005934420,6,agg,CFD-BF-200-080-N.jpg,0,1,1,0,29
48773,3005934420,5,agg,CFD-BF-241-222-N.jpg,0,1,1,0,29
48777,3005934420,7,agg,CFD-BF-213-188-N.jpg,0,1,1,0,29
48779,3005934420,5,agg,CFD-BF-223-250-N.jpg,0,1,1,0,29
48783,3005934420,7,agg,CFD-BF-202-109-N.jpg,0,1,1,0,29
48785,3005934420,4,agg,bf18.jpg,0,1,1,0,29
48787,3005934420,4,agg,CFD-BF-236-177-N.jpg,0,1,1,0,29
48790,3005934420,7,agg,CFD-BF-227-137-N.jpg,0,1,1,0,29
48791,3005934420,5,agg,CFD-BF-219-137-N.jpg,0,1,1,0,29
48797,3005934420,6,agg,CFD-BF-048-002-N.jpg,0,1,1,0,29
48799,3005934420,4,agg,CFD-BF-205-141-N.jpg,0,1,1,0,29
48800,3005934420,3,agg,EMBfemale20-2neutral.jpg,0,1,1,0,29
48802,3005934420,5,agg,EMBfemale21-3neutral.jpg,0,1,1,0,29
48803,3005934420,4,agg,CFD-BF-252-191-N.jpg,0,1,1,0,29
48804,3005934420,4,agg,126_03.jpg,0,1,1,0,29
48807,3005934420,4,agg,TMBfemale20-2neutral.jpg,0,1,1,0,29
49373,3029566673,3,agg,14F_NE_C.jpg,0,1,0,0,33
49374,3029566673,4,agg,CFD-BF-215-177-N.jpg,0,1,0,0,33
49382,3029566673,5,agg,EMBfemale26neutral.jpg,0,1,0,0,33
49387,3029566673,6,agg,CFD-BF-242-154-N.jpg,0,1,0,0,33
49390,3029566673,6,agg,bf15.jpg,0,1,0,0,33
49394,3029566673,4,agg,099_03.jpg,0,1,0,0,33
49397,3029566673,5,agg,13F_NE_C.jpg,0,1,0,0,33
49399,3029566673,3,agg,bf08.jpg,0,1,0,0,33
49403,3029566673,4,agg,EMBfemale22-4neutral.jpg,0,1,0,0,33
49404,3029566673,4,agg,CFD-BF-231-202-N.jpg,0,1,0,0,33
49410,3029566673,5,agg,CFD-BF-250-121-N.jpg,0,1,0,0,33
49415,3029566673,4,agg,TMBfemale18-2neutral.jpg,0,1,0,0,33
49416,3029566673,5,agg,EMBfemale33neutral.jpg,0,1,0,0,33
49421,3029566673,1,agg,CFD-BF-211-168-N.jpg,0,1,0,0,33
49423,3029566673,3,agg,bf04.jpg,0,1,0,0,33
49424,3029566673,4,agg,025_03.jpg,0,1,0,0,33
49425,3029566673,2,agg,CFD-BF-228-212-N.jpg,0,1,0,0,33
49430,3029566673,1,agg,CFD-BF-206-143-N.jpg,0,1,0,0,33
49431,3029566673,1,agg,CFD-BF-017-003-N.jpg,0,1,0,0,33
49433,3029566673,4,agg,CFD-BF-243-164-N.jpg,0,1,0,0,33
49434,3029566673,5,agg,CFD-BF-201-080-N.jpg,0,1,0,0,33
49436,3029566673,1,agg,EMBfemale49neutral.jpg,0,1,0,0,33
49440,3029566673,4,agg,bf17.jpg,0,1,0,0,33
49444,3029566673,1,agg,CFD-BF-221-223-N.jpg,0,1,0,0,33
49447,3029566673,3,agg,CFD-BF-226-119-N.jpg,0,1,0,0,33
49450,3029566673,3,agg,EMBfemale29neutral.jpg,0,1,0,0,33
49452,3029566673,5,agg,bf16.jpg,0,1,0,0,33
49454,3029566673,3,agg,CFD-BF-237-172-N.jpg,0,1,0,0,33
49455,3029566673,2,agg,CFD-BF-217-189-N.jpg,0,1,0,0,33
49458,3029566673,1,agg,CFD-BF-210-130-N.jpg,0,1,0,0,33
49459,3029566673,4,agg,bf07.jpg,0,1,0,0,33
49463,3029566673,4,agg,CFD-BF-203-184-N.jpg,0,1,0,0,33
49464,3029566673,5,agg,CFD-BF-254-201-N.jpg,0,1,0,0,33
51891,3126432608,2,agg,WBfemale28neutral.jpg,0,1,0,0,21
51893,3126432608,4,agg,CFD-BF-234-167-N.jpg,0,1,0,0,21
51895,3126432608,4,agg,CFD-BF-214-308-N.jpg,0,1,0,0,21
51897,3126432608,5,agg,12F_NE_C.jpg,0,1,0,0,21
51900,3126432608,2,agg,CFD-BF-247-179-N.jpg,0,1,0,0,21
51906,3126432608,4,agg,CFD-BF-230-189-N.jpg,0,1,0,0,21
51907,3126432608,3,agg,CFD-BF-049-032-N.jpg,0,1,0,0,21
51910,3126432608,4,agg,062_03.jpg,0,1,0,0,21
51913,3126432608,2,agg,EMBfemale20neutral.jpg,0,1,0,0,21
51917,3126432608,4,agg,CFD-BF-047-003-N.jpg,0,1,0,0,21
51918,3126432608,5,agg,CFD-BF-244-231-N.jpg,0,1,0,0,21
51920,3126432608,2,agg,CFD-BF-050-003-N.jpg,0,1,0,0,21
51922,3126432608,2,agg,bf03.jpg,0,1,0,0,21
51928,3126432608,4,agg,CFD-BF-225-192-N.jpg,0,1,0,0,21
51929,3126432608,6,agg,CFD-BF-224-002-N.jpg,0,1,0,0,21
51932,3126432608,3,agg,CFD-BF-249-091-N.jpg,0,1,0,0,21
51938,3126432608,4,agg,TMBfemale37neutral.jpg,0,1,0,0,21
51940,3126432608,3,agg,bf02.jpg,0,1,0,0,21
51941,3126432608,2,agg,129_03.jpg,0,1,0,0,21
51942,3126432608,2,agg,TMBfemale25neutral.jpg,0,1,0,0,21
51948,3126432608,4,agg,CFD-BF-240-179-N.jpg,0,1,0,0,21
51950,3126432608,3,agg,CFD-BF-255-140-N.jpg,0,1,0,0,21
51951,3126432608,3,agg,CFD-BF-222-240-N.jpg,0,1,0,0,21
51952,3126432608,4,agg,bf13.jpg,0,1,0,0,21
51953,3126432608,4,agg,bf10.jpg,0,1,0,0,21
51959,3126432608,3,agg,CFD-BF-245-178-N.jpg,0,1,0,0,21
51964,3126432608,2,agg,CFD-BF-233-116-N.jpg,0,1,0,0,21
51965,3126432608,3,agg,CFD-BF-212-315-N.jpg,0,1,0,0,21
51971,3126432608,3,agg,bf05.jpg,0,1,0,0,21
51972,3126432608,3,agg,bf11.jpg,0,1,0,0,21
51975,3126432608,5,agg,CFD-BF-207-004-N.jpg,0,1,0,0,21
51977,3126432608,3,agg,CFD-BF-239-180-N.jpg,0,1,0,0,21
51978,3126432608,3,agg,CFD-BF-253-202-N.jpg,0,1,0,0,21
51979,3126432608,4,agg,CFD-BF-209-172-N.jpg,0,1,0,0,21
52989,3178685049,4,agg,CFD-BF-247-179-N.jpg,0,1,1,0,25
52990,3178685049,6,agg,bf05.jpg,0,1,1,0,25
52992,3178685049,5,agg,CFD-BF-214-308-N.jpg,0,1,1,0,25
52995,3178685049,7,agg,12F_NE_C.jpg,0,1,1,0,25
52996,3178685049,7,agg,CFD-BF-239-180-N.jpg,0,1,1,0,25
52998,3178685049,5,agg,CFD-BF-230-189-N.jpg,0,1,1,0,25
53004,3178685049,6,agg,bf13.jpg,0,1,1,0,25
53007,3178685049,3,agg,bf11.jpg,0,1,1,0,25
53010,3178685049,4,agg,EMBfemale20neutral.jpg,0,1,1,0,25
53013,3178685049,6,agg,TMBfemale37neutral.jpg,0,1,1,0,25
53016,3178685049,2,agg,bf10.jpg,0,1,1,0,25
53019,3178685049,7,agg,bf02.jpg,0,1,1,0,25
53024,3178685049,5,agg,CFD-BF-249-091-N.jpg,0,1,1,0,25
53026,3178685049,2,agg,CFD-BF-049-032-N.jpg,0,1,1,0,25
53028,3178685049,2,agg,WBfemale28neutral.jpg,0,1,1,0,25
53030,3178685049,4,agg,129_03.jpg,0,1,1,0,25
53031,3178685049,6,agg,CFD-BF-209-172-N.jpg,0,1,1,0,25
53036,3178685049,5,agg,CFD-BF-050-003-N.jpg,0,1,1,0,25
53038,3178685049,4,agg,CFD-BF-225-192-N.jpg,0,1,1,0,25
53039,3178685049,5,agg,CFD-BF-244-231-N.jpg,0,1,1,0,25
53040,3178685049,6,agg,CFD-BF-207-004-N.jpg,0,1,1,0,25
53042,3178685049,6,agg,CFD-BF-222-240-N.jpg,0,1,1,0,25
53043,3178685049,5,agg,CFD-BF-245-178-N.jpg,0,1,1,0,25
53046,3178685049,2,agg,CFD-BF-253-202-N.jpg,0,1,1,0,25
53047,3178685049,3,agg,bf03.jpg,0,1,1,0,25
53051,3178685049,3,agg,CFD-BF-212-315-N.jpg,0,1,1,0,25
53055,3178685049,3,agg,CFD-BF-255-140-N.jpg,0,1,1,0,25
53060,3178685049,3,agg,CFD-BF-233-116-N.jpg,0,1,1,0,25
53062,3178685049,6,agg,CFD-BF-234-167-N.jpg,0,1,1,0,25
53068,3178685049,2,agg,062_03.jpg,0,1,1,0,25
53070,3178685049,1,agg,CFD-BF-240-179-N.jpg,0,1,1,0,25
53072,3178685049,3,agg,TMBfemale25neutral.jpg,0,1,1,0,25
53074,3178685049,4,agg,CFD-BF-047-003-N.jpg,0,1,1,0,25
53078,3178685049,7,agg,CFD-BF-224-002-N.jpg,0,1,1,0,25
54438,3232790089,4,agg,TMBfemale20-2neutral.jpg,0,1,1,0,31
54439,3232790089,3,agg,CFD-BF-229-179-N.jpg,0,1,1,0,31
54440,3232790089,5,agg,CFD-BF-241-222-N.jpg,0,1,1,0,31
54441,3232790089,4,agg,CFD-BF-204-189-N.jpg,0,1,1,0,31
54450,3232790089,4,agg,bf06.jpg,0,1,1,0,31
54457,3232790089,6,agg,CFD-BF-238-190-N.jpg,0,1,1,0,31
54459,3232790089,5,agg,EMBfemale21-3neutral.jpg,0,1,1,0,31
54460,3232790089,5,agg,CFD-BF-218-207-N.jpg,0,1,1,0,31
54462,3232790089,5,agg,bf14.jpg,0,1,1,0,31
54465,3232790089,4,agg,11F_NE_C.jpg,0,1,1,0,31
54470,3232790089,5,agg,CFD-BF-048-002-N.jpg,0,1,1,0,31
54472,3232790089,6,agg,CFD-BF-227-137-N.jpg,0,1,1,0,31
54475,3232790089,6,agg,CFD-BF-235-168-N.jpg,0,1,1,0,31
54476,3232790089,6,agg,CFD-BF-051-035-N.jpg,0,1,1,0,31
54482,3232790089,4,agg,CFD-BF-220-161-N.jpg,0,1,1,0,31
54484,3232790089,5,agg,CFD-BF-236-177-N.jpg,0,1,1,0,31
54485,3232790089,6,agg,CFD-BF-205-141-N.jpg,0,1,1,0,31
54492,3232790089,3,agg,EMBfemale21neutral.jpg,0,1,1,0,31
54494,3232790089,6,agg,CFD-BF-208-266-N.jpg,0,1,1,0,31
54500,3232790089,5,agg,EMBfemale20-2neutral.jpg,0,1,1,0,31
54504,3232790089,4,agg,bf01.jpg,0,1,1,0,31
54506,3232790089,6,agg,bf09.jpg,0,1,1,0,31
54507,3232790089,5,agg,CFD-BF-232-187-N.jpg,0,1,1,0,31
54509,3232790089,6,agg,CFD-BF-213-188-N.jpg,0,1,1,0,31
54510,3232790089,5,agg,CFD-BF-223-250-N.jpg,0,1,1,0,31
54512,3232790089,6,agg,bf18.jpg,0,1,1,0,31
54514,3232790089,4,agg,CFD-BF-216-132-N.jpg,0,1,1,0,31
54515,3232790089,6,agg,CFD-BF-219-137-N.jpg,0,1,1,0,31
54519,3232790089,6,agg,CFD-BF-202-109-N.jpg,0,1,1,0,31
54520,3232790089,4,agg,126_03.jpg,0,1,1,0,31
54523,3232790089,7,agg,CFD-BF-200-080-N.jpg,0,1,1,0,31
54524,3232790089,4,agg,CFD-BF-252-191-N.jpg,0,1,1,0,31
54525,3232790089,5,agg,bf12.jpg,0,1,1,0,31
61194,3493017519,1,agg,mb038.jpg,1,1,0,0,18
61202,3493017519,1,agg,CFD-BM-203-001-N.jpg,1,1,0,0,18
61203,3493017519,1,agg,mb046.jpg,1,1,0,0,18
61205,3493017519,2,agg,CFD-BM-020-001-N.jpg,1,1,0,0,18
61206,3493017519,2,agg,CFD-BM-012-018-N.jpg,1,1,0,0,18
61207,3493017519,1,agg,mb040.jpg,1,1,0,0,18
61211,3493017519,4,agg,mb009.jpg,1,1,0,0,18
61214,3493017519,2,agg,CFD-BM-219-141-N.jpg,1,1,0,0,18
61219,3493017519,1,agg,CFD-BM-200-046-N.jpg,1,1,0,0,18
61229,3493017519,5,agg,mb002.jpg,1,1,0,0,18
61232,3493017519,5,agg,043_03.jpg,1,1,0,0,18
61233,3493017519,2,agg,mb007.jpg,1,1,0,0,18
61238,3493017519,3,agg,bm07.jpg,1,1,0,0,18
61242,3493017519,2,agg,CFD-BM-029-024-N.jpg,1,1,0,0,18
61243,3493017519,2,agg,CFD-BM-221-198-N.jpg,1,1,0,0,18
61246,3493017519,5,agg,CFD-BM-206-114-N.jpg,1,1,0,0,18
61249,3493017519,5,agg,CFD-BM-230-232-N.jpg,1,1,0,0,18
61250,3493017519,2,agg,CFD-BM-212-117-N.jpg,1,1,0,0,18
61254,3493017519,5,agg,38M_NE_C.jpg,1,1,0,0,18
61256,3493017519,1,agg,bm14.jpg,1,1,0,0,18
61258,3493017519,4,agg,bm08.jpg,1,1,0,0,18
61261,3493017519,4,agg,CFD-BM-228-145-N.jpg,1,1,0,0,18
61263,3493017519,3,agg,42M_NE_C.jpg,1,1,0,0,18
61270,3493017519,5,agg,mb027.jpg,1,1,0,0,18
61272,3493017519,2,agg,mb048.jpg,1,1,0,0,18
61273,3493017519,1,agg,bm01.jpg,1,1,0,0,18
61277,3493017519,1,agg,CFD-BM-225-154-N.jpg,1,1,0,0,18
61279,3493017519,1,agg,bm02.jpg,1,1,0,0,18
61281,3493017519,3,agg,CFD-BM-216-088-N.jpg,1,1,0,0,18
61285,3493017519,2,agg,CFD-BM-036-003-N.jpg,1,1,0,0,18
61287,3493017519,3,agg,40M_NE_C.jpg,1,1,0,0,18
61288,3493017519,1,agg,CFD-BM-034-031-N.jpg,1,1,0,0,18
61289,3493017519,5,agg,mb008.jpg,1,1,0,0,18
61760,3501621919,2,agg,WBfemale28neutral.jpg,0,1,0,0,50
61767,3501621919,2,agg,CFD-BF-244-231-N.jpg,0,1,0,0,50
61769,3501621919,5,agg,CFD-BF-234-167-N.jpg,0,1,0,0,50
61777,3501621919,2,agg,CFD-BF-239-180-N.jpg,0,1,0,0,50
61780,3501621919,5,agg,CFD-BF-050-003-N.jpg,0,1,0,0,50
61783,3501621919,1,agg,bf10.jpg,0,1,0,0,50
61784,3501621919,1,agg,062_03.jpg,0,1,0,0,50
61785,3501621919,2,agg,CFD-BF-222-240-N.jpg,0,1,0,0,50
61788,3501621919,5,agg,bf05.jpg,0,1,0,0,50
61794,3501621919,2,agg,129_03.jpg,0,1,0,0,50
61795,3501621919,3,agg,bf02.jpg,0,1,0,0,50
61796,3501621919,6,agg,CFD-BF-209-172-N.jpg,0,1,0,0,50
61798,3501621919,1,agg,CFD-BF-049-032-N.jpg,0,1,0,0,50
61799,3501621919,2,agg,bf03.jpg,0,1,0,0,50
61805,3501621919,6,agg,CFD-BF-224-002-N.jpg,0,1,0,0,50
61806,3501621919,2,agg,CFD-BF-247-179-N.jpg,0,1,0,0,50
61807,3501621919,3,agg,CFD-BF-240-179-N.jpg,0,1,0,0,50
61809,3501621919,1,agg,CFD-BF-230-189-N.jpg,0,1,0,0,50
61811,3501621919,1,agg,CFD-BF-233-116-N.jpg,0,1,0,0,50
61815,3501621919,1,agg,CFD-BF-255-140-N.jpg,0,1,0,0,50
61820,3501621919,2,agg,bf11.jpg,0,1,0,0,50
61823,3501621919,2,agg,CFD-BF-214-308-N.jpg,0,1,0,0,50
61824,3501621919,1,agg,CFD-BF-225-192-N.jpg,0,1,0,0,50
61828,3501621919,2,agg,CFD-BF-249-091-N.jpg,0,1,0,0,50
61829,3501621919,6,agg,12F_NE_C.jpg,0,1,0,0,50
61830,3501621919,2,agg,CFD-BF-253-202-N.jpg,0,1,0,0,50
61832,3501621919,2,agg,TMBfemale25neutral.jpg,0,1,0,0,50
61833,3501621919,6,agg,bf13.jpg,0,1,0,0,50
61842,3501621919,1,agg,CFD-BF-212-315-N.jpg,0,1,0,0,50
61846,3501621919,6,agg,CFD-BF-207-004-N.jpg,0,1,0,0,50
61847,3501621919,2,agg,EMBfemale20neutral.jpg,0,1,0,0,50
61848,3501621919,5,agg,CFD-BF-047-003-N.jpg,0,1,0,0,50
61849,3501621919,7,agg,TMBfemale37neutral.jpg,0,1,0,0,50
61851,3501621919,5,agg,CFD-BF-245-178-N.jpg,0,1,0,0,50
64980,3646518339,3,agg,CFD-BF-208-266-N.jpg,0,1,0,0,28
64982,3646518339,3,agg,11F_NE_C.jpg,0,1,0,0,28
64994,3646518339,7,agg,CFD-BF-218-207-N.jpg,0,1,0,0,28
64995,3646518339,1,agg,EMBfemale21-3neutral.jpg,0,1,0,0,28
64996,3646518339,7,agg,CFD-BF-236-177-N.jpg,0,1,0,0,28
64998,3646518339,6,agg,TMBfemale20-2neutral.jpg,0,1,0,0,28
64999,3646518339,7,agg,bf12.jpg,0,1,0,0,28
65009,3646518339,1,agg,CFD-BF-252-191-N.jpg,0,1,0,0,28
65010,3646518339,1,agg,CFD-BF-205-141-N.jpg,0,1,0,0,28
65011,3646518339,7,agg,CFD-BF-202-109-N.jpg,0,1,0,0,28
65012,3646518339,1,agg,CFD-BF-232-187-N.jpg,0,1,0,0,28
65018,3646518339,4,agg,CFD-BF-051-035-N.jpg,0,1,0,0,28
65024,3646518339,1,agg,CFD-BF-223-250-N.jpg,0,1,0,0,28
65027,3646518339,4,agg,CFD-BF-200-080-N.jpg,0,1,0,0,28
65031,3646518339,7,agg,CFD-BF-219-137-N.jpg,0,1,0,0,28
65032,3646518339,4,agg,CFD-BF-238-190-N.jpg,0,1,0,0,28
65033,3646518339,1,agg,bf06.jpg,0,1,0,0,28
65034,3646518339,1,agg,EMBfemale20-2neutral.jpg,0,1,0,0,28
65036,3646518339,1,agg,CFD-BF-220-161-N.jpg,0,1,0,0,28
65038,3646518339,7,agg,CFD-BF-227-137-N.jpg,0,1,0,0,28
65044,3646518339,1,agg,CFD-BF-048-002-N.jpg,0,1,0,0,28
65045,3646518339,1,agg,bf18.jpg,0,1,0,0,28
65046,3646518339,1,agg,bf01.jpg,0,1,0,0,28
65050,3646518339,5,agg,CFD-BF-235-168-N.jpg,0,1,0,0,28
65052,3646518339,1,agg,CFD-BF-241-222-N.jpg,0,1,0,0,28
65053,3646518339,4,agg,bf14.jpg,0,1,0,0,28
65055,3646518339,1,agg,CFD-BF-204-189-N.jpg,0,1,0,0,28
65057,3646518339,1,agg,EMBfemale21neutral.jpg,0,1,0,0,28
65061,3646518339,1,agg,CFD-BF-229-179-N.jpg,0,1,0,0,28
65069,3646518339,4,agg,bf09.jpg,0,1,0,0,28
65071,3646518339,1,agg,CFD-BF-216-132-N.jpg,0,1,0,0,28
65073,3646518339,6,agg,126_03.jpg,0,1,0,0,28
65074,3646518339,4,agg,CFD-BF-213-188-N.jpg,0,1,0,0,28
68028,3811544715,4,agg,bm04.jpg,1,1,0,0,27
68032,3811544715,4,agg,bm09.jpg,1,1,0,0,27
68034,3811544715,3,agg,CFD-BM-016-036-N.jpg,1,1,0,0,27
68036,3811544715,5,agg,CFD-BM-229-209-N.jpg,1,1,0,0,27
68039,3811544715,5,agg,CFD-BM-204-003-N.jpg,1,1,0,0,27
68042,3811544715,4,agg,mb018.jpg,1,1,0,0,27
68046,3811544715,4,agg,mb015.jpg,1,1,0,0,27
68047,3811544715,5,agg,mb001.jpg,1,1,0,0,27
68050,3811544715,5,agg,mb044.jpg,1,1,0,0,27
68051,3811544715,3,agg,CFD-BM-033-003-N.jpg,1,1,0,0,27
68052,3811544715,4,agg,CFD-BM-024-001-N.jpg,1,1,0,0,27
68054,3811544715,1,agg,mb022.jpg,1,1,0,0,27
68058,3811544715,2,agg,CFD-BM-214-075-N.jpg,1,1,0,0,27
68059,3811544715,7,agg,mb045.jpg,1,1,0,0,27
68060,3811544715,2,agg,061_03.jpg,1,1,0,0,27
68068,3811544715,1,agg,CFD-BM-234-172-N.jpg,1,1,0,0,27
68069,3811544715,4,agg,CFD-BM-207-024-N.jpg,1,1,0,0,27
68073,3811544715,4,agg,CFD-BM-218-132-N.jpg,1,1,0,0,27
68075,3811544715,2,agg,43M_NE_C.jpg,1,1,0,0,27
68080,3811544715,5,agg,mb034.jpg,1,1,0,0,27
68082,3811544715,6,agg,mb033.jpg,1,1,0,0,27
68087,3811544715,2,agg,41M_NE_C.jpg,1,1,0,0,27
68088,3811544715,2,agg,044_03.jpg,1,1,0,0,27
68089,3811544715,6,agg,CFD-BM-045-004-N.jpg,1,1,0,0,27
68091,3811544715,3,agg,042_03.jpg,1,1,0,0,27
68092,3811544715,5,agg,bm12.jpg,1,1,0,0,27
68093,3811544715,4,agg,CFD-BM-208-065-N.jpg,1,1,0,0,27
68095,3811544715,4,agg,CFD-BM-039-029-N.jpg,1,1,0,0,27
68096,3811544715,4,agg,mb031.jpg,1,1,0,0,27
68097,3811544715,3,agg,bm10.jpg,1,1,0,0,27
68100,3811544715,4,agg,CFD-BM-209-088-N.jpg,1,1,0,0,27
68101,3811544715,5,agg,096_03.jpg,1,1,0,0,27
68114,3811544715,1,agg,082_03.jpg,1,1,0,0,27
68122,3811544715,2,agg,39M_NE_C.jpg,1,1,0,0,27
71431,3946343889,2,agg,bf04.jpg,0,1,0,0,43
71436,3946343889,1,agg,EMBfemale49neutral.jpg,0,1,0,0,43
71437,3946343889,2,agg,CFD-BF-215-177-N.jpg,0,1,0,0,43
71438,3946343889,1,agg,CFD-BF-201-080-N.jpg,0,1,0,0,43
71439,3946343889,2,agg,13F_NE_C.jpg,0,1,0,0,43
71443,3946343889,4,agg,14F_NE_C.jpg,0,1,0,0,43
71444,3946343889,2,agg,CFD-BF-242-154-N.jpg,0,1,0,0,43
71452,3946343889,2,agg,bf08.jpg,0,1,0,0,43
71454,3946343889,2,agg,EMBfemale33neutral.jpg,0,1,0,0,43
71460,3946343889,1,agg,CFD-BF-210-130-N.jpg,0,1,0,0,43
71463,3946343889,1,agg,CFD-BF-237-172-N.jpg,0,1,0,0,43
71464,3946343889,4,agg,025_03.jpg,0,1,0,0,43
71469,3946343889,3,agg,bf16.jpg,0,1,0,0,43
71470,3946343889,3,agg,EMBfemale29neutral.jpg,0,1,0,0,43
71471,3946343889,5,agg,CFD-BF-254-201-N.jpg,0,1,0,0,43
71472,3946343889,3,agg,bf15.jpg,0,1,0,0,43
71473,3946343889,3,agg,CFD-BF-250-121-N.jpg,0,1,0,0,43
71479,3946343889,4,agg,CFD-BF-231-202-N.jpg,0,1,0,0,43
71480,3946343889,4,agg,099_03.jpg,0,1,0,0,43
71486,3946343889,1,agg,CFD-BF-226-119-N.jpg,0,1,0,0,43
71488,3946343889,2,agg,CFD-BF-206-143-N.jpg,0,1,0,0,43
71490,3946343889,3,agg,EMBfemale22-4neutral.jpg,0,1,0,0,43
71493,3946343889,1,agg,TMBfemale18-2neutral.jpg,0,1,0,0,43
71496,3946343889,4,agg,CFD-BF-017-003-N.jpg,0,1,0,0,43
71497,3946343889,1,agg,CFD-BF-221-223-N.jpg,0,1,0,0,43
71500,3946343889,1,agg,CFD-BF-243-164-N.jpg,0,1,0,0,43
71502,3946343889,1,agg,CFD-BF-228-212-N.jpg,0,1,0,0,43
71504,3946343889,5,agg,CFD-BF-203-184-N.jpg,0,1,0,0,43
71507,3946343889,1,agg,CFD-BF-217-189-N.jpg,0,1,0,0,43
71510,3946343889,5,agg,CFD-BF-211-168-N.jpg,0,1,0,0,43
71512,3946343889,5,agg,EMBfemale26neutral.jpg,0,1,0,0,43
